iter	Passed	Remaining
4734	39094	126035
4735	39102	126025
4736	39109	126014
4737	39117	126004
4738	39124	125994
4739	39132	125984
4740	39140	125973
4741	39148	125966
4742	39156	125957
4743	39164	125947
4744	39172	125936
4745	39179	125925
4746	39186	125913
4747	39193	125901
4748	39200	125888
4749	39207	125877
4750	39215	125867
4751	39223	125857
4752	39230	125846
4753	39238	125835
4754	39246	125827
4755	39254	125820
4756	39262	125811
4757	39270	125800
4758	39278	125790
4759	39285	125779
4760	39292	125768
4761	39299	125756
4762	39307	125746
4763	39316	125740
4764	39324	125731
4765	39332	125722
4766	39339	125709
4767	39346	125696
4768	39352	125683
4769	39359	125670
4770	39367	125660
4771	39375	125652
4772	39382	125638
4773	39389	125626
4774	39396	125613
4775	39402	125600
4776	39409	125588
4777	39418	125580
4778	39425	125570
4779	39433	125561
4780	39442	125552
4781	39450	125545
4782	39458	125537
4783	39466	125526
4784	39473	125515
4785	39480	125504
4786	39488	125492
4787	39495	125481
4788	39502	125468
4789	39509	125456
4790	39516	125445
4791	39523	125433
4792	39530	125420
4793	39537	125409
4794	39544	125396
4795	39551	125383
4796	39558	125371
4797	39565	125358
4798	39572	125346
4799	39579	125334
4800	39586	125322
4801	39593	125309
4802	39599	125296
4803	39607	125284
4804	39614	125273
4805	39621	125260
4806	39627	125248
4807	39634	125234
4808	39642	125224
4809	39650	125216
4810	39661	125217
4811	39671	125214
4812	39679	125204
4813	39686	125193
4814	39694	125182
4815	39701	125171
4816	39709	125161
4817	39716	125151
4818	39724	125140
4819	39731	125129
4820	39738	125118
4821	39745	125106
4822	39753	125096
4823	39760	125084
4824	39768	125074
4825	39775	125063
4826	39783	125052
4827	39790	125040
4828	39797	125030
4829	39808	125030
4830	39816	125020
4831	39823	125009
4832	39831	124998
4833	39838	124987
4834	39845	124976
4835	39856	124974
4836	39867	124976
4837	39874	124965
4838	39881	124953
4839	39889	124942
4840	39896	124930
4841	39905	124924
4842	39912	124914
4843	39920	124903
4844	39927	124893
4845	39935	124883
4846	39943	124872
4847	39950	124861
4848	39957	124850
4849	39965	124840
4850	39972	124829
4851	39980	124820
4852	39991	124819
4853	40004	124827
4854	40013	124821
4855	40022	124816
4856	40031	124808
4857	40039	124800
4858	40048	124793
4859	40057	124787
4860	40066	124781
4861	40073	124771
4862	40082	124765
4863	40090	124756
4864	40098	124745
4865	40106	124736
4866	40113	124726
4867	40121	124716
4868	40128	124703
4869	40135	124693
4870	40142	124680
4871	40149	124668
4872	40156	124654
4873	40162	124641
4874	40169	124629
4875	40176	124615
4876	40183	124603
4877	40190	124592
4878	40197	124580
4879	40204	124567
4880	40210	124554
4881	40218	124542
4882	40224	124529
4883	40231	124516
4884	40238	124503
4885	40244	124490
4886	40251	124477
4887	40258	124464
4888	40265	124454
4889	40273	124442
4890	40280	124430
4891	40286	124416
4892	40294	124409
4893	40301	124396
4894	40308	124383
4895	40315	124371
4896	40321	124358
4897	40328	124345
4898	40335	124331
4899	40341	124317
4900	40348	124306
4901	40355	124293
4902	40362	124280
4903	40368	124267
4904	40375	124254
4905	40382	124241
4906	40388	124227
4907	40395	124216
4908	40402	124203
4909	40409	124190
4910	40415	124176
4911	40422	124163
4912	40429	124151
4913	40436	124140
4914	40444	124132
4915	40452	124121
4916	40460	124112
4917	40467	124102
4918	40475	124092
4919	40481	124078
4920	40488	124066
4921	40495	124054
4922	40502	124040
4923	40509	124028
4924	40517	124019
4925	40523	124006
4926	40530	123993
4927	40536	123979
4928	40543	123967
4929	40550	123954
4930	40557	123942
4931	40564	123929
4932	40570	123915
4933	40577	123903
4934	40584	123891
4935	40591	123879
4936	40598	123866
4937	40605	123854
4938	40611	123841
4939	40618	123827
4940	40624	123815
4941	40631	123801
4942	40638	123788
4943	40644	123775
4944	40651	123762
4945	40658	123749
4946	40664	123736
4947	40671	123724
4948	40679	123714
4949	40685	123701
4950	40692	123688
4951	40699	123675
4952	40706	123663
4953	40712	123650
4954	40719	123637
4955	40725	123624
4956	40732	123610
4957	40739	123599
4958	40746	123585
4959	40753	123573
4960	40759	123560
4961	40766	123547
4962	40773	123535
4963	40779	123522
4964	40788	123514
4965	40795	123502
4966	40801	123489
4967	40808	123476
4968	40815	123463
4969	40822	123452
4970	40828	123438
4971	40835	123426
4972	40841	123412
4973	40848	123399
4974	40855	123386
4975	40861	123372
4976	40868	123360
4977	40874	123347
4978	40883	123340
4979	40890	123327
4980	40896	123314
4981	40903	123301
4982	40910	123288
4983	40916	123274
4984	40922	123260
4985	40929	123247
4986	40937	123237
4987	40943	123224
4988	40950	123212
4989	40956	123197
4990	40963	123184
4991	40969	123171
4992	40976	123158
4993	40982	123145
4994	40989	123132
4995	40995	123118
4996	41002	123105
4997	41008	123091
4998	41015	123077
4999	41021	123063
5000	41027	123050
5001	41034	123037
5002	41040	123023
5003	41047	123010
5004	41053	122997
5005	41059	122982
5006	41066	122970
5007	41072	122956
5008	41079	122943
5009	41087	122933
5010	41094	122921
5011	41100	122908
5012	41107	122894
5013	41113	122880
5014	41119	122867
5015	41126	122853
5016	41133	122842
5017	41139	122829
5018	41146	122817
5019	41153	122805
5020	41161	122794
5021	41168	122783
5022	41174	122770
5023	41181	122758
5024	41188	122747
5025	41196	122735
5026	41203	122723
5027	41209	122711
5028	41216	122699
5029	41223	122686
5030	41230	122675
5031	41237	122662
5032	41244	122651
5033	41250	122638
5034	41258	122626
5035	41264	122612
5036	41270	122598
5037	41277	122586
5038	41286	122580
5039	41293	122570
5040	41300	122557
5041	41306	122543
5042	41313	122530
5043	41319	122517
5044	41325	122503
5045	41332	122489
5046	41338	122476
5047	41345	122462
5048	41351	122448
5049	41357	122435
5050	41364	122422
5051	41370	122408
5052	41377	122395
5053	41383	122382
5054	41389	122368
5055	41396	122355
5056	41403	122343
5057	41409	122329
5058	41416	122315
5059	41422	122302
5060	41428	122288
5061	41435	122275
5062	41441	122261
5063	41447	122248
5064	41454	122235
5065	41461	122225
5066	41469	122214
5067	41476	122204
5068	41484	122193
5069	41491	122182
5070	41498	122170
5071	41505	122158
5072	41511	122144
5073	41517	122130
5074	41524	122117
5075	41530	122104
5076	41537	122093
5077	41544	122080
5078	41550	122066
5079	41556	122053
5080	41563	122039
5081	41569	122026
5082	41576	122014
5083	41582	122000
5084	41589	121987
5085	41595	121973
5086	41602	121960
5087	41608	121946
5088	41614	121933
5089	41621	121919
5090	41627	121907
5091	41634	121893
5092	41640	121880
5093	41646	121866
5094	41654	121856
5095	41661	121845
5096	41667	121832
5097	41674	121818
5098	41680	121805
5099	41687	121791
5100	41693	121778
5101	41700	121767
5102	41707	121754
5103	41713	121740
5104	41720	121728
5105	41726	121715
5106	41733	121702
5107	41739	121688
5108	41745	121674
5109	41752	121661
5110	41758	121647
5111	41764	121634
5112	41771	121621
5113	41777	121608
5114	41784	121594
5115	41790	121581
5116	41797	121568
5117	41803	121554
5118	41809	121540
5119	41816	121527
5120	41822	121514
5121	41828	121500
5122	41835	121487
5123	41841	121474
5124	41848	121461
5125	41854	121448
5126	41861	121435
5127	41868	121424
5128	41875	121412
5129	41881	121399
5130	41888	121386
5131	41895	121375
5132	41902	121363
5133	41908	121350
5134	41915	121337
5135	41921	121324
5136	41927	121310
5137	41934	121297
5138	41940	121284
5139	41947	121271
5140	41953	121257
5141	41959	121244
5142	41966	121232
5143	41972	121218
5144	41979	121205
5145	41985	121192
5146	41991	121178
5147	41998	121164
5148	42004	121151
5149	42010	121137
5150	42016	121124
5151	42023	121110
5152	42029	121097
5153	42035	121083
5154	42042	121070
5155	42048	121057
5156	42055	121043
5157	42061	121030
5158	42067	121017
5159	42073	121003
5160	42080	120989
5161	42086	120976
5162	42092	120962
5163	42099	120949
5164	42106	120939
5165	42113	120926
5166	42119	120913
5167	42126	120901
5168	42132	120888
5169	42138	120874
5170	42145	120860
5171	42151	120847
5172	42158	120834
5173	42164	120821
5174	42170	120808
5175	42176	120794
5176	42183	120780
5177	42189	120767
5178	42196	120754
5179	42202	120740
5180	42208	120728
5181	42215	120715
5182	42221	120701
5183	42228	120688
5184	42234	120675
5185	42241	120663
5186	42247	120649
5187	42253	120636
5188	42260	120623
5189	42266	120610
5190	42272	120597
5191	42279	120584
5192	42285	120570
5193	42292	120557
5194	42298	120544
5195	42305	120533
5196	42312	120521
5197	42319	120509
5198	42325	120497
5199	42332	120484
5200	42338	120471
5201	42344	120457
5202	42351	120445
5203	42357	120431
5204	42363	120417
5205	42370	120404
5206	42376	120390
5207	42382	120377
5208	42388	120363
5209	42395	120350
5210	42401	120337
5211	42408	120324
5212	42414	120312
5213	42421	120300
5214	42428	120289
5215	42436	120280
5216	42444	120270
5217	42451	120260
5218	42459	120251
5219	42466	120240
5220	42473	120230
5221	42482	120223
5222	42491	120216
5223	42499	120209
5224	42509	120205
5225	42517	120197
5226	42524	120186
5227	42530	120173
5228	42538	120163
5229	42546	120154
5230	42552	120142
5231	42559	120130
5232	42566	120119
5233	42572	120105
5234	42580	120095
5235	42586	120082
5236	42593	120070
5237	42599	120057
5238	42606	120043
5239	42613	120032
5240	42619	120019
5241	42626	120007
5242	42632	119995
5243	42639	119981
5244	42645	119968
5245	42651	119955
5246	42658	119942
5247	42664	119929
5248	42670	119915
5249	42677	119902
5250	42683	119888
5251	42689	119876
5252	42696	119863
5253	42702	119850
5254	42709	119837
5255	42716	119826
5256	42723	119815
5257	42729	119802
5258	42735	119788
5259	42743	119779
5260	42750	119768
5261	42759	119761
5262	42766	119749
5263	42772	119737
5264	42778	119723
5265	42784	119710
5266	42791	119697
5267	42797	119683
5268	42804	119670
5269	42810	119657
5270	42816	119643
5271	42822	119630
5272	42828	119617
5273	42835	119604
5274	42841	119591
5275	42849	119581
5276	42855	119569
5277	42862	119556
5278	42868	119542
5279	42874	119529
5280	42880	119515
5281	42887	119503
5282	42893	119489
5283	42899	119475
5284	42906	119463
5285	42912	119449
5286	42919	119438
5287	42926	119427
5288	42932	119414
5289	42939	119402
5290	42945	119389
5291	42952	119376
5292	42958	119363
5293	42964	119350
5294	42971	119337
5295	42977	119324
5296	42983	119310
5297	42990	119298
5298	42996	119284
5299	43002	119271
5300	43008	119258
5301	43015	119245
5302	43021	119232
5303	43027	119219
5304	43034	119206
5305	43040	119192
5306	43049	119186
5307	43055	119173
5308	43061	119160
5309	43068	119147
5310	43074	119134
5311	43080	119121
5312	43087	119108
5313	43094	119096
5314	43100	119083
5315	43106	119070
5316	43112	119056
5317	43119	119044
5318	43126	119033
5319	43133	119022
5320	43140	119010
5321	43146	118997
5322	43152	118984
5323	43159	118971
5324	43165	118958
5325	43171	118945
5326	43178	118932
5327	43184	118920
5328	43191	118907
5329	43197	118895
5330	43203	118881
5331	43210	118868
5332	43216	118856
5333	43223	118843
5334	43229	118830
5335	43235	118816
5336	43241	118803
5337	43249	118793
5338	43256	118783
5339	43263	118771
5340	43269	118757
5341	43275	118744
5342	43281	118731
5343	43288	118720
5344	43295	118707
5345	43301	118694
5346	43307	118680
5347	43314	118668
5348	43320	118655
5349	43326	118642
5350	43334	118632
5351	43340	118619
5352	43347	118607
5353	43353	118594
5354	43360	118582
5355	43366	118568
5356	43372	118554
5357	43378	118542
5358	43384	118528
5359	43391	118515
5360	43397	118503
5361	43403	118490
5362	43410	118477
5363	43416	118464
5364	43422	118450
5365	43429	118438
5366	43435	118425
5367	43442	118415
5368	43449	118402
5369	43455	118388
5370	43461	118375
5371	43467	118362
5372	43473	118349
5373	43480	118336
5374	43486	118323
5375	43492	118310
5376	43499	118298
5377	43506	118287
5378	43513	118277
5379	43520	118266
5380	43528	118257
5381	43535	118246
5382	43541	118233
5383	43548	118221
5384	43555	118209
5385	43561	118196
5386	43567	118183
5387	43573	118170
5388	43579	118156
5389	43585	118143
5390	43592	118129
5391	43598	118116
5392	43604	118103
5393	43610	118089
5394	43616	118076
5395	43622	118063
5396	43629	118051
5397	43636	118039
5398	43643	118029
5399	43650	118018
5400	43657	118005
5401	43663	117993
5402	43670	117982
5403	43677	117970
5404	43685	117961
5405	43692	117951
5406	43699	117940
5407	43705	117928
5408	43712	117916
5409	43719	117904
5410	43725	117891
5411	43733	117882
5412	43740	117871
5413	43748	117865
5414	43755	117852
5415	43761	117840
5416	43768	117827
5417	43774	117813
5418	43780	117800
5419	43786	117788
5420	43793	117775
5421	43799	117761
5422	43805	117748
5423	43811	117735
5424	43817	117722
5425	43824	117709
5426	43831	117699
5427	43837	117687
5428	43844	117674
5429	43850	117660
5430	43856	117647
5431	43862	117634
5432	43868	117620
5433	43874	117607
5434	43880	117594
5435	43887	117581
5436	43893	117568
5437	43899	117555
5438	43905	117542
5439	43911	117529
5440	43918	117516
5441	43924	117503
5442	43931	117492
5443	43937	117479
5444	43944	117468
5445	43950	117455
5446	43956	117441
5447	43963	117428
5448	43970	117419
5449	43977	117406
5450	43983	117395
5451	43990	117382
5452	43996	117368
5453	44002	117356
5454	44008	117342
5455	44015	117330
5456	44021	117318
5457	44029	117309
5458	44036	117299
5459	44042	117286
5460	44049	117273
5461	44055	117261
5462	44061	117248
5463	44068	117236
5464	44074	117224
5465	44081	117213
5466	44089	117203
5467	44097	117196
5468	44104	117183
5469	44110	117170
5470	44116	117157
5471	44124	117148
5472	44132	117140
5473	44140	117133
5474	44147	117121
5475	44153	117108
5476	44159	117095
5477	44165	117082
5478	44172	117069
5479	44178	117057
5480	44184	117044
5481	44191	117032
5482	44197	117019
5483	44203	117006
5484	44210	116993
5485	44216	116980
5486	44222	116967
5487	44228	116954
5488	44235	116942
5489	44241	116929
5490	44247	116916
5491	44253	116903
5492	44259	116890
5493	44265	116876
5494	44272	116863
5495	44278	116850
5496	44284	116837
5497	44290	116824
5498	44296	116812
5499	44303	116798
5500	44309	116785
5501	44315	116772
5502	44321	116760
5503	44327	116747
5504	44334	116734
5505	44341	116724
5506	44347	116712
5507	44354	116700
5508	44360	116687
5509	44367	116674
5510	44373	116662
5511	44379	116649
5512	44385	116636
5513	44391	116623
5514	44397	116609
5515	44403	116596
5516	44410	116583
5517	44416	116570
5518	44422	116557
5519	44428	116545
5520	44435	116532
5521	44441	116519
5522	44447	116506
5523	44453	116493
5524	44459	116480
5525	44465	116467
5526	44472	116454
5527	44478	116441
5528	44484	116429
5529	44490	116416
5530	44496	116403
5531	44503	116390
5532	44509	116376
5533	44515	116364
5534	44522	116354
5535	44529	116344
5536	44537	116335
5537	44545	116326
5538	44552	116316
5539	44558	116302
5540	44564	116290
5541	44571	116277
5542	44577	116264
5543	44583	116251
5544	44589	116238
5545	44595	116225
5546	44601	116212
5547	44607	116199
5548	44614	116187
5549	44620	116174
5550	44626	116161
5551	44633	116148
5552	44639	116135
5553	44645	116122
5554	44651	116109
5555	44657	116096
5556	44663	116083
5557	44670	116071
5558	44676	116058
5559	44683	116048
5560	44690	116037
5561	44696	116024
5562	44702	116012
5563	44709	115999
5564	44715	115987
5565	44721	115974
5566	44728	115962
5567	44734	115949
5568	44740	115936
5569	44747	115925
5570	44754	115914
5571	44761	115903
5572	44767	115891
5573	44773	115878
5574	44780	115866
5575	44786	115853
5576	44792	115841
5577	44799	115828
5578	44805	115816
5579	44813	115807
5580	44819	115795
5581	44825	115782
5582	44832	115770
5583	44838	115757
5584	44844	115745
5585	44850	115732
5586	44857	115719
5587	44863	115707
5588	44869	115694
5589	44875	115681
5590	44881	115668
5591	44888	115655
5592	44894	115643
5593	44900	115630
5594	44906	115617
5595	44913	115605
5596	44919	115593
5597	44925	115581
5598	44932	115569
5599	44938	115556
5600	44945	115544
5601	44952	115534
5602	44958	115522
5603	44965	115510
5604	44971	115498
5605	44978	115485
5606	44984	115473
5607	44990	115460
5608	44998	115451
5609	45005	115441
5610	45013	115433
5611	45021	115425
5612	45028	115415
5613	45036	115408
5614	45045	115402
5615	45054	115395
5616	45065	115394
5617	45071	115383
5618	45078	115371
5619	45084	115358
5620	45091	115347
5621	45097	115334
5622	45104	115322
5623	45110	115311
5624	45116	115298
5625	45125	115292
5626	45132	115281
5627	45139	115269
5628	45145	115258
5629	45153	115248
5630	45160	115239
5631	45167	115227
5632	45174	115217
5633	45181	115206
5634	45187	115194
5635	45193	115181
5636	45199	115168
5637	45206	115158
5638	45213	115146
5639	45223	115142
5640	45229	115130
5641	45236	115118
5642	45242	115106
5643	45248	115093
5644	45255	115083
5645	45262	115071
5646	45268	115060
5647	45275	115047
5648	45281	115035
5649	45288	115023
5650	45294	115011
5651	45300	114999
5652	45307	114987
5653	45313	114975
5654	45320	114963
5655	45326	114951
5656	45332	114939
5657	45339	114926
5658	45345	114914
5659	45352	114903
5660	45360	114894
5661	45366	114883
5662	45373	114872
5663	45379	114859
5664	45386	114848
5665	45392	114835
5666	45399	114823
5667	45405	114812
5668	45411	114799
5669	45418	114787
5670	45424	114775
5671	45430	114762
5672	45437	114750
5673	45443	114737
5674	45449	114725
5675	45456	114713
5676	45462	114700
5677	45469	114689
5678	45475	114677
5679	45481	114664
5680	45488	114652
5681	45494	114640
5682	45500	114628
5683	45507	114617
5684	45513	114604
5685	45519	114592
5686	45526	114580
5687	45532	114568
5688	45540	114558
5689	45547	114549
5690	45558	114548
5691	45579	114574
5692	45591	114574
5693	45603	114576
5694	45615	114579
5695	45626	114578
5696	45635	114572
5697	45643	114565
5698	45650	114555
5699	45657	114543
5700	45668	114543
5701	45675	114533
5702	45683	114525
5703	45689	114513
5704	45696	114502
5705	45703	114490
5706	45710	114479
5707	45717	114471
5708	45724	114459
5709	45730	114447
5710	45736	114434
5711	45743	114421
5712	45749	114409
5713	45756	114398
5714	45762	114385
5715	45769	114376
5716	45778	114371
5717	45785	114359
5718	45793	114350
5719	45799	114339
5720	45807	114330
5721	45814	114318
5722	45820	114306
5723	45826	114294
5724	45832	114282
5725	45839	114269
5726	45845	114257
5727	45851	114245
5728	45858	114233
5729	45864	114221
5730	45871	114209
5731	45877	114197
5732	45883	114185
5733	45890	114172
5734	45896	114161
5735	45904	114152
5736	45913	114147
5737	45921	114140
5738	45929	114130
5739	45936	114120
5740	45944	114112
5741	45952	114105
5742	45960	114097
5743	45969	114090
5744	45978	114084
5745	45986	114077
5746	45998	114079
5747	46007	114075
5748	46015	114065
5749	46022	114056
5750	46030	114046
5751	46037	114037
5752	46046	114031
5753	46055	114025
5754	46062	114015
5755	46069	114005
5756	46076	113995
5757	46084	113986
5758	46092	113979
5759	46101	113972
5760	46109	113964
5761	46116	113954
5762	46123	113944
5763	46133	113940
5764	46145	113943
5765	46154	113938
5766	46163	113932
5767	46171	113925
5768	46181	113921
5769	46192	113920
5770	46200	113912
5771	46208	113904
5772	46215	113894
5773	46225	113889
5774	46232	113880
5775	46240	113872
5776	46248	113863
5777	46255	113853
5778	46265	113850
5779	46272	113841
5780	46283	113839
5781	46293	113836
5782	46301	113828
5783	46310	113822
5784	46321	113822
5785	46329	113815
5786	46338	113808
5787	46346	113801
5788	46356	113796
5789	46364	113789
5790	46373	113782
5791	46382	113778
5792	46394	113779
5793	46403	113774
5794	46411	113766
5795	46418	113756
5796	46427	113750
5797	46436	113743
5798	46444	113737
5799	46452	113728
5800	46460	113720
5801	46467	113710
5802	46474	113700
5803	46483	113694
5804	46492	113689
5805	46500	113680
5806	46507	113669
5807	46514	113660
5808	46522	113650
5809	46529	113640
5810	46537	113633
5811	46546	113627
5812	46553	113616
5813	46561	113608
5814	46569	113601
5815	46578	113595
5816	46590	113596
5817	46598	113589
5818	46605	113579
5819	46614	113572
5820	46621	113562
5821	46628	113552
5822	46637	113545
5823	46647	113542
5824	46654	113532
5825	46662	113524
5826	46669	113514
5827	46677	113504
5828	46685	113497
5829	46693	113490
5830	46701	113481
5831	46708	113471
5832	46716	113462
5833	46723	113452
5834	46731	113443
5835	46739	113437
5836	46747	113428
5837	46754	113418
5838	46762	113409
5839	46769	113399
5840	46778	113393
5841	46787	113389
5842	46796	113383
5843	46803	113373
5844	46812	113367
5845	46819	113357
5846	46827	113348
5847	46835	113341
5848	46844	113334
5849	46852	113326
5850	46859	113316
5851	46866	113306
5852	46873	113296
5853	46882	113289
5854	46890	113282
5855	46898	113273
5856	46905	113263
5857	46912	113252
5858	46919	113242
5859	46927	113234
5860	46936	113228
5861	46943	113219
5862	46951	113210
5863	46958	113200
5864	46966	113191
5865	46973	113181
5866	46982	113176
5867	46992	113171
5868	46999	113162
5869	47006	113152
5870	47015	113146
5871	47022	113136
5872	47032	113131
5873	47040	113123
5874	47048	113116
5875	47056	113108
5876	47063	113098
5877	47070	113088
5878	47079	113082
5879	47087	113073
5880	47093	113060
5881	47099	113048
5882	47105	113036
5883	47111	113023
5884	47118	113011
5885	47125	113001
5886	47132	112992
5887	47139	112981
5888	47146	112970
5889	47152	112958
5890	47159	112947
5891	47165	112935
5892	47172	112924
5893	47179	112914
5894	47186	112904
5895	47194	112894
5896	47201	112884
5897	47207	112872
5898	47213	112859
5899	47220	112848
5900	47227	112839
5901	47235	112829
5902	47241	112817
5903	47247	112805
5904	47254	112793
5905	47260	112781
5906	47266	112768
5907	47275	112763
5908	47282	112753
5909	47288	112741
5910	47295	112729
5911	47301	112716
5912	47307	112704
5913	47313	112691
5914	47320	112681
5915	47327	112671
5916	47334	112660
5917	47340	112648
5918	47347	112636
5919	47353	112624
5920	47359	112611
5921	47365	112599
5922	47373	112589
5923	47380	112579
5924	47386	112567
5925	47392	112556
5926	47399	112544
5927	47405	112533
5928	47412	112520
5929	47419	112510
5930	47426	112500
5931	47433	112489
5932	47439	112477
5933	47445	112465
5934	47451	112452
5935	47457	112440
5936	47464	112428
5937	47471	112419
5938	47479	112410
5939	47485	112397
5940	47491	112385
5941	47497	112373
5942	47503	112361
5943	47509	112348
5944	47517	112338
5945	47524	112329
5946	47531	112318
5947	47537	112307
5948	47544	112295
5949	47551	112284
5950	47557	112273
5951	47564	112263
5952	47572	112255
5953	47580	112245
5954	47587	112236
5955	47594	112225
5956	47602	112218
5957	47610	112208
5958	47617	112200
5959	47625	112190
5960	47631	112178
5961	47637	112166
5962	47643	112154
5963	47649	112141
5964	47657	112132
5965	47665	112125
5966	47673	112116
5967	47680	112106
5968	47687	112096
5969	47693	112084
5970	47699	112071
5971	47705	112059
5972	47712	112048
5973	47720	112039
5974	47726	112028
5975	47733	112016
5976	47739	112004
5977	47745	111992
5978	47751	111980
5979	47759	111971
5980	47766	111961
5981	47774	111952
5982	47780	111939
5983	47786	111927
5984	47792	111915
5985	47798	111903
5986	47806	111893
5987	47813	111884
5988	47822	111878
5989	47828	111866
5990	47835	111854
5991	47841	111842
5992	47847	111830
5993	47853	111818
5994	47861	111808
5995	47868	111799
5996	47875	111788
5997	47881	111776
5998	47887	111764
5999	47894	111753
6000	47900	111740
6001	47906	111728
6002	47913	111719
6003	47921	111709
6004	47927	111697
6005	47933	111686
6006	47940	111674
6007	47946	111662
6008	47953	111652
6009	47961	111643
6010	47968	111634
6011	47975	111623
6012	47981	111611
6013	47988	111599
6014	47994	111587
6015	48000	111576
6016	48009	111570
6017	48017	111562
6018	48024	111552
6019	48030	111540
6020	48037	111528
6021	48043	111517
6022	48050	111506
6023	48058	111498
6024	48066	111489
6025	48072	111478
6026	48079	111466
6027	48085	111454
6028	48092	111443
6029	48098	111432
6030	48105	111423
6031	48113	111414
6032	48120	111404
6033	48127	111392
6034	48134	111382
6035	48140	111370
6036	48147	111360
6037	48154	111350
6038	48162	111342
6039	48170	111334
6040	48177	111323
6041	48183	111311
6042	48189	111299
6043	48196	111288
6044	48204	111280
6045	48212	111274
6046	48219	111263
6047	48226	111252
6048	48232	111240
6049	48239	111229
6050	48245	111217
6051	48252	111206
6052	48259	111195
6053	48265	111184
6054	48271	111172
6055	48278	111160
6056	48284	111149
6057	48291	111138
6058	48297	111126
6059	48303	111114
6060	48310	111103
6061	48316	111092
6062	48323	111080
6063	48330	111070
6064	48338	111062
6065	48346	111055
6066	48354	111047
6067	48362	111039
6068	48372	111035
6069	48379	111026
6070	48387	111016
6071	48393	111005
6072	48400	110994
6073	48408	110987
6074	48416	110979
6075	48423	110968
6076	48430	110958
6077	48436	110946
6078	48443	110935
6079	48451	110927
6080	48458	110917
6081	48469	110916
6082	48480	110917
6083	48496	110927
6084	48506	110923
6085	48514	110916
6086	48521	110904
6087	48527	110893
6088	48534	110882
6089	48540	110870
6090	48548	110861
6091	48554	110850
6092	48561	110839
6093	48567	110827
6094	48574	110816
6095	48580	110805
6096	48587	110793
6097	48594	110783
6098	48601	110773
6099	48609	110764
6100	48617	110757
6101	48626	110752
6102	48633	110742
6103	48640	110731
6104	48647	110721
6105	48653	110709
6106	48660	110698
6107	48666	110687
6108	48673	110675
6109	48679	110664
6110	48685	110652
6111	48692	110642
6112	48699	110631
6113	48706	110620
6114	48712	110609
6115	48719	110597
6116	48725	110587
6117	48732	110575
6118	48740	110567
6119	48747	110557
6120	48754	110546
6121	48760	110536
6122	48767	110524
6123	48773	110513
6124	48780	110502
6125	48786	110490
6126	48793	110479
6127	48799	110468
6128	48808	110461
6129	48815	110451
6130	48822	110441
6131	48829	110432
6132	48837	110423
6133	48843	110412
6134	48850	110400
6135	48856	110390
6136	48863	110379
6137	48870	110368
6138	48877	110357
6139	48883	110346
6140	48890	110335
6141	48897	110325
6142	48903	110314
6143	48910	110302
6144	48916	110291
6145	48923	110280
6146	48930	110269
6147	48936	110259
6148	48943	110247
6149	48949	110236
6150	48956	110225
6151	48963	110214
6152	48969	110204
6153	48976	110193
6154	48983	110182
6155	48991	110174
6156	48997	110163
6157	49005	110154
6158	49012	110143
6159	49019	110133
6160	49026	110123
6161	49033	110114
6162	49041	110105
6163	49047	110094
6164	49055	110085
6165	49061	110074
6166	49068	110064
6167	49075	110053
6168	49081	110041
6169	49088	110032
6170	49095	110020
6171	49103	110012
6172	49109	110002
6173	49117	109992
6174	49123	109981
6175	49129	109969
6176	49136	109959
6177	49143	109949
6178	49152	109942
6179	49158	109930
6180	49165	109919
6181	49171	109909
6182	49178	109897
6183	49186	109889
6184	49192	109877
6185	49199	109867
6186	49205	109856
6187	49212	109844
6188	49219	109834
6189	49225	109823
6190	49234	109816
6191	49241	109806
6192	49248	109797
6193	49255	109786
6194	49261	109775
6195	49268	109765
6196	49275	109754
6197	49282	109745
6198	49289	109733
6199	49296	109723
6200	49302	109713
6201	49309	109701
6202	49316	109692
6203	49323	109681
6204	49330	109672
6205	49337	109661
6206	49344	109651
6207	49351	109640
6208	49358	109630
6209	49365	109621
6210	49371	109610
6211	49379	109600
6212	49385	109589
6213	49392	109579
6214	49399	109569
6215	49405	109557
6216	49413	109548
6217	49419	109537
6218	49426	109527
6219	49434	109519
6220	49444	109515
6221	49452	109506
6222	49460	109498
6223	49467	109489
6224	49473	109478
6225	49481	109469
6226	49488	109458
6227	49496	109451
6228	49504	109444
6229	49520	109453
6230	49536	109463
6231	49548	109465
6232	49558	109461
6233	49567	109454
6234	49574	109445
6235	49583	109439
6236	49591	109431
6237	49597	109420
6238	49606	109414
6239	49616	109410
6240	49624	109402
6241	49634	109399
6242	49644	109396
6243	49652	109387
6244	49659	109377
6245	49667	109369
6246	49674	109361
6247	49682	109352
6248	49690	109343
6249	49696	109333
6250	49703	109322
6251	49712	109317
6252	49723	109314
6253	49731	109307
6254	49738	109298
6255	49746	109288
6256	49752	109278
6257	49759	109267
6258	49766	109257
6259	49773	109246
6260	49779	109235
6261	49787	109227
6262	49794	109217
6263	49802	109209
6264	49809	109198
6265	49815	109188
6266	49823	109178
6267	49829	109167
6268	49836	109156
6269	49843	109147
6270	49852	109140
6271	49859	109130
6272	49865	109120
6273	49873	109111
6274	49881	109104
6275	49888	109094
6276	49895	109083
6277	49902	109073
6278	49909	109063
6279	49916	109052
6280	49924	109045
6281	49931	109035
6282	49938	109026
6283	49945	109015
6284	49952	109005
6285	49959	108994
6286	49966	108984
6287	49973	108974
