iter	Logloss
210	0.5693150157
211	0.5688760073
212	0.5684102335
213	0.5679747256
214	0.56749241
215	0.5669843276
216	0.5664957879
217	0.5660267382
218	0.5655761481
219	0.5651377962
220	0.5646746969
221	0.5642568257
222	0.5638164306
223	0.5633463395
224	0.5629112754
225	0.5624269954
226	0.5619775644
227	0.5615186351
228	0.5610681672
229	0.5606284506
230	0.560163981
231	0.5597238728
232	0.5592992785
233	0.5589116814
234	0.5584266828
235	0.5579391952
236	0.5575118521
237	0.5569968998
238	0.5565294583
239	0.5561145457
240	0.5556320265
241	0.5551853793
242	0.5547566743
243	0.5543089622
244	0.5538504204
245	0.5533802288
246	0.5528492144
247	0.5524028028
248	0.5520649898
249	0.5515270377
250	0.5510753553
251	0.5506305284
252	0.5501952695
253	0.5497658692
254	0.5493636492
255	0.5489640904
256	0.5485344267
257	0.548135093
258	0.5476734066
259	0.5472218855
260	0.5468275404
261	0.5464023032
262	0.5459474282
263	0.5455945289
264	0.5451850757
265	0.5447524435
266	0.5443168214
267	0.5438659836
268	0.5434883073
269	0.543007502
270	0.5427075691
271	0.5423067735
272	0.5418982691
273	0.5414732379
274	0.5410313764
275	0.5406260092
276	0.5402335593
277	0.5397897818
278	0.5394172716
279	0.5389579983
280	0.5385445211
281	0.5381250327
282	0.5377218538
283	0.537280093
284	0.5369209075
285	0.5365609267
286	0.5361775473
287	0.5359080625
288	0.5355208805
289	0.5351121919
290	0.5347332976
291	0.5343719129
292	0.5339884274
293	0.5335948536
294	0.5332441263
295	0.5328720794
296	0.5324737962
297	0.5321036465
298	0.5316619675
299	0.5313105478
300	0.5308942661
301	0.5305061088
302	0.5301025337
303	0.529693193
304	0.5293191232
305	0.5289066272
306	0.5284642386
307	0.5281136586
308	0.5277481915
309	0.5273881294
310	0.5268894758
311	0.5265155597
312	0.5261001371
313	0.5257223421
314	0.5253427496
315	0.5249534397
316	0.5245985361
317	0.5242575923
318	0.5238187467
319	0.5234625855
320	0.5230953579
321	0.5227068501
322	0.5223729525
323	0.5220204158
324	0.5217135883
325	0.52145255
326	0.5211017985
327	0.5207484569
328	0.5204117378
329	0.5199985227
330	0.5196101093
331	0.5192814171
332	0.5189628166
333	0.5185752394
334	0.5182245963
335	0.5178461281
336	0.5174353106
337	0.5170459762
338	0.516706679
339	0.5163020063
340	0.5160512045
341	0.5156757165
342	0.5153176903
343	0.5149667191
344	0.5146415177
345	0.5143095154
346	0.5139395716
347	0.5135826541
348	0.5132255441
349	0.5128884693
350	0.5125728869
351	0.512222841
352	0.511850334
353	0.5115644969
354	0.5112315925
355	0.5109035015
356	0.5105613535
357	0.5102130274
358	0.5099037092
359	0.5095552931
360	0.5092039488
361	0.5088338351
362	0.5084512897
363	0.5080781326
364	0.5076870438
365	0.507342464
366	0.5070189754
367	0.5066790877
368	0.5063674899
369	0.506010598
370	0.5056862518
371	0.5053581839
372	0.505038674
373	0.5047085113
374	0.5043700356
375	0.5040215787
376	0.5037303826
377	0.5034012687
378	0.5030386394
379	0.5027196513
380	0.5023923281
381	0.5020508637
382	0.5017306914
383	0.5013836946
384	0.5010508991
385	0.5007212435
386	0.5004038965
387	0.5000465727
388	0.49972858
389	0.4993849705
390	0.4991065848
391	0.4987898017
392	0.4984358822
393	0.4980578367
394	0.4977201867
395	0.497511611
396	0.4971679205
397	0.4968489465
398	0.4965187145
399	0.4962067101
400	0.4958809117
401	0.495557431
402	0.4952126034
403	0.4949419627
404	0.4946809277
405	0.4943489497
406	0.4939838127
407	0.4937052724
408	0.4933959745
409	0.4930904833
410	0.4927835882
411	0.4924793556
412	0.4921627945
413	0.4918480393
414	0.491516257
415	0.4912573017
416	0.4909266906
417	0.4906125758
418	0.4903053754
419	0.4900446378
420	0.4896985112
421	0.4893752296
422	0.4890698537
423	0.4887898169
424	0.4885067761
425	0.4882460533
426	0.4879588135
427	0.4876584775
428	0.4873720501
429	0.4870705135
430	0.4867946995
431	0.4864801922
432	0.4861919136
433	0.4858985149
434	0.485584652
435	0.4852700452
436	0.4849965951
437	0.4846829075
438	0.4843801643
439	0.4840745557
440	0.4837489281
441	0.4834714944
442	0.4831587353
443	0.4828378161
444	0.4825448545
445	0.4822937155
446	0.4819819169
447	0.4817266738
448	0.4814386615
449	0.4811727019
450	0.4808745633
451	0.480543818
452	0.4802629598
453	0.4799953156
454	0.4796954025
455	0.4793672821
456	0.4790543127
457	0.4787371215
458	0.4784123038
459	0.4780899369
460	0.4777756824
461	0.4775407636
462	0.4772273492
463	0.4769501939
464	0.4766608145
465	0.4764008067
466	0.4761457906
467	0.4758864445
468	0.4755823537
469	0.4753052978
470	0.4750948411
471	0.4748184138
472	0.4745079849
473	0.4742118458
474	0.4739246656
475	0.4736586551
476	0.4733699961
477	0.4731038873
478	0.4728222336
479	0.4725553546
480	0.4723169355
481	0.472019369
482	0.4717957115
483	0.4715412566
484	0.4712864143
485	0.4710435784
486	0.4707674931
487	0.4704821031
488	0.4701925398
489	0.4699005206
490	0.4696576289
491	0.4694291009
492	0.4691630912
493	0.4688952653
494	0.4686179993
495	0.4683433292
496	0.4680725804
497	0.4678104373
498	0.467563213
499	0.4673228175
500	0.4670677278
501	0.4668080231
502	0.466561033
503	0.4663551405
504	0.4660729814
505	0.4658061796
506	0.4654953088
507	0.4652561078
508	0.4649872081
509	0.4647589811
510	0.4644717179
511	0.4641904243
512	0.4640317469
513	0.4637496125
514	0.4635135933
515	0.4632249896
516	0.4629599135
517	0.4627081152
518	0.4624543123
519	0.4622511207
520	0.4619829432
521	0.4617159825
522	0.4614485516
523	0.4612110421
524	0.4609353678
525	0.4606902434
526	0.4604335881
527	0.4601756907
528	0.4599310288
529	0.4597168754
530	0.4594378136
531	0.4591967037
532	0.4589486895
533	0.4586878059
534	0.4584208123
535	0.4581571714
536	0.4578809932
537	0.4576013732
538	0.4573356193
539	0.4570732436
540	0.4568259287
541	0.4565123449
542	0.4562273134
543	0.4559757346
544	0.455749802
545	0.45558441
546	0.4553398882
547	0.455067295
548	0.4548287019
549	0.4546010622
550	0.4543730489
551	0.4541493663
552	0.4538943871
553	0.4536598194
554	0.4534023811
555	0.4531549481
556	0.4529211118
557	0.4526858732
558	0.4524504733
559	0.4521774023
560	0.4519271687
561	0.4517055878
562	0.451476381
563	0.4512912492
564	0.4510844707
565	0.4508482149
566	0.4506126692
567	0.4503590701
568	0.4501410725
569	0.4498997789
570	0.4496532369
571	0.4494212207
572	0.4491836669
573	0.4489778405
574	0.4487331894
575	0.4485274787
576	0.4483191162
577	0.4480952673
578	0.447848061
579	0.4476162012
580	0.4473561402
581	0.447149723
582	0.4469361558
583	0.44670532
584	0.4464926807
585	0.4462504437
586	0.4460052708
587	0.445758877
588	0.4455272391
589	0.4452997636
590	0.4450874317
591	0.4448158723
592	0.4446044853
593	0.4443928844
594	0.4441377454
595	0.4439502858
596	0.44372708
597	0.4435258066
598	0.4432793463
599	0.4430683959
600	0.4428172602
601	0.4425881811
602	0.4423902422
603	0.442117908
604	0.4418965565
605	0.4417280876
606	0.4415177832
607	0.44124209
608	0.4410269788
609	0.4408220873
610	0.4406367773
611	0.4404025757
612	0.4401833517
613	0.4399747449
614	0.4397519851
615	0.439546471
616	0.4393386422
617	0.4391420892
618	0.4388940297
619	0.4387084457
620	0.4385048147
621	0.4382347106
622	0.4380031337
623	0.4377780425
624	0.4375934216
625	0.4374060055
626	0.4371746623
627	0.4369133209
628	0.4366678235
629	0.4364440555
630	0.4362188118
631	0.4360447625
632	0.4358579718
633	0.4356513937
634	0.4354048811
635	0.435196473
636	0.4349805846
637	0.4347710344
638	0.4345610528
639	0.4344274134
640	0.4342118473
641	0.4339948996
642	0.4337623604
643	0.433584978
644	0.4333340337
645	0.4331347422
646	0.4329199695
647	0.4326961905
648	0.4324899363
649	0.432299268
650	0.432159248
651	0.4319472547
652	0.4317345825
653	0.4315219934
654	0.4313058253
655	0.4310559167
656	0.4308257434
657	0.4306151309
658	0.4304534298
659	0.43022099
660	0.4300153854
661	0.429813876
662	0.4296242373
663	0.4294198278
664	0.4292794551
665	0.4290900344
666	0.4289199442
667	0.4287120587
668	0.4284981139
669	0.428302949
670	0.4281237871
671	0.4279055003
672	0.4277041243
673	0.4274937924
674	0.4272808176
675	0.427073766
676	0.4268520587
677	0.4266674374
678	0.4264904036
679	0.4262958258
680	0.4260636409
681	0.4258909994
682	0.4256817686
683	0.4254863264
684	0.4253093198
685	0.4251116928
686	0.4249145332
687	0.4247238082
688	0.4245232304
689	0.4242912152
690	0.42411725
691	0.4239282025
692	0.4237287221
693	0.4235735433
694	0.4233607105
695	0.4232187084
696	0.4230569688
697	0.4228854343
698	0.4226756585
699	0.4224683806
700	0.422261755
701	0.4220608181
702	0.4218558117
703	0.421628029
704	0.4214591581
705	0.4212311238
706	0.4210637001
707	0.4208788772
708	0.4207079889
709	0.4204989392
710	0.4202843627
711	0.420078261
712	0.4199114093
713	0.4197235446
714	0.4195727191
715	0.4193550994
716	0.4191689474
717	0.418999346
718	0.4187962572
719	0.4186233536
720	0.4184342824
721	0.4182800657
722	0.4180556886
723	0.4178764049
724	0.4176947108
725	0.4175745461
726	0.4173925042
727	0.4172053353
728	0.4169783059
729	0.4167895351
730	0.4166015153
731	0.4163745224
732	0.4161509458
733	0.415959803
734	0.415774648
735	0.4155861804
736	0.4153996975
737	0.415243265
738	0.4150532611
739	0.4148590065
740	0.4146577998
741	0.4144727858
742	0.4142718641
743	0.4140757484
744	0.4139049361
745	0.4137210071
746	0.4135759386
747	0.4134038367
748	0.4132426727
749	0.4130717667
750	0.4128754848
751	0.4127356633
752	0.4125020956
753	0.4123226791
754	0.4121402808
755	0.4119430741
756	0.411772472
757	0.4115811574
758	0.4113997268
759	0.4112137065
760	0.4110747373
761	0.4108713723
762	0.4106549136
763	0.4104547369
764	0.410265867
765	0.4100773669
766	0.4099499272
767	0.4097576416
768	0.4095376136
769	0.4093540003
770	0.4091577785
771	0.4089737998
772	0.4087944397
773	0.408638455
774	0.4084706029
775	0.4082908568
776	0.4081375842
777	0.4079835675
778	0.4077885536
779	0.4076365662
780	0.4074615635
781	0.4072724659
782	0.4071127256
783	0.406937721
784	0.4067612557
785	0.4065924903
786	0.4064407684
787	0.4062698513
788	0.4061228686
789	0.4059750973
790	0.4058053186
791	0.4056491296
792	0.4054647248
793	0.4052961006
794	0.4051703896
795	0.4050194099
796	0.4048561574
797	0.404674674
798	0.4045111697
799	0.4043456173
800	0.4042246461
801	0.4040654808
802	0.4038790806
803	0.4037039364
804	0.4035445796
805	0.4033968548
806	0.403236547
807	0.4030759782
808	0.4029219075
809	0.402775373
810	0.4026300512
811	0.4024341258
812	0.4022774759
813	0.4021279267
814	0.4019587539
815	0.4017920058
816	0.4016552765
817	0.4014493376
818	0.4012746223
819	0.4011185201
820	0.4009643893
821	0.400819917
822	0.4006596305
823	0.4004856702
824	0.4003502502
825	0.4001965233
826	0.3999794263
827	0.3998249265
828	0.399698271
829	0.3995338818
830	0.3994115759
831	0.3992464076
832	0.3991122267
833	0.3989671426
834	0.398782381
835	0.398591645
836	0.398434023
837	0.3982756277
838	0.3980923063
839	0.3979755767
840	0.3978195603
841	0.3976788194
842	0.3975443754
843	0.3974154081
844	0.3972626328
845	0.3971185775
846	0.39695746
847	0.3968168031
848	0.3966776018
849	0.3965011851
850	0.3963637132
851	0.3962178245
852	0.3960443654
853	0.3958892772
854	0.3957062444
855	0.3955579235
856	0.3954208526
857	0.3952250593
858	0.3950813096
859	0.3949429869
860	0.3948020553
861	0.3946599513
862	0.394504767
863	0.3943203588
864	0.3941633486
865	0.3939971221
866	0.3938587889
867	0.3936804876
868	0.3935182089
869	0.3933845245
870	0.3932165561
871	0.3930790363
872	0.3929245074
873	0.3928124726
874	0.392655785
875	0.3924916198
876	0.3923528326
877	0.3922477745
878	0.3920914
879	0.3919216498
880	0.3917820253
881	0.3916213939
882	0.3914638948
883	0.3913191503
884	0.3911807931
885	0.3910619208
886	0.3909057352
887	0.3907600749
888	0.3906012457
889	0.3904845723
890	0.3903397754
891	0.3901886222
892	0.3900594999
893	0.3899157356
894	0.3897631793
895	0.3896571853
896	0.3895026373
897	0.3893668369
898	0.3892294457
899	0.3890582954
900	0.3889494518
901	0.3888598573
902	0.3886961827
903	0.3885771711
904	0.3884572397
905	0.3883291402
906	0.3882095596
907	0.3880482988
908	0.3878940467
909	0.3877674962
910	0.3876358517
911	0.387518954
912	0.3873640499
913	0.3872201946
914	0.3870858482
915	0.3869099935
916	0.3867711189
917	0.3866284459
918	0.3865225038
919	0.3863814999
920	0.3862574524
921	0.3860954196
922	0.3859773499
923	0.3858637748
924	0.3857339681
925	0.3855709674
926	0.3854163261
927	0.3852871888
928	0.385180657
929	0.3850345224
930	0.3848881363
931	0.3847293562
932	0.3845878758
933	0.3844671076
934	0.3843337
935	0.3842377065
936	0.3840771277
937	0.3838979011
938	0.3837421802
939	0.3836312664
940	0.3834970081
941	0.3833659752
942	0.3832425071
943	0.3831179022
944	0.3829697806
945	0.3828282536
946	0.3826925911
947	0.3825802645
948	0.3824748567
949	0.382304485
950	0.3821550317
951	0.3820437417
952	0.3818989639
953	0.3817527249
954	0.3816124977
955	0.3814404299
956	0.3813305406
957	0.3811832749
958	0.3810680828
959	0.3809446203
960	0.3807690338
961	0.3806116106
962	0.3805079981
963	0.3803510843
964	0.380234013
965	0.3801075388
966	0.3799609929
967	0.3798649603
968	0.37969558
969	0.3795655612
970	0.3794271401
971	0.3792918487
972	0.379171809
973	0.3790341133
974	0.3789125893
975	0.3787444773
976	0.3786427717
977	0.3785078327
978	0.3783976954
979	0.378276704
980	0.3781385027
981	0.3780190236
982	0.3778986113
983	0.3777650617
984	0.3776427048
985	0.3775151389
986	0.3773639008
987	0.3772339688
988	0.3770844443
989	0.3769750251
990	0.3768378816
991	0.3767009178
992	0.376593622
993	0.3764490462
994	0.3762916345
995	0.3762029246
996	0.3760378379
997	0.3758984461
998	0.3757984097
999	0.3756492533
1000	0.3755220959
1001	0.3753948182
1002	0.3752772629
1003	0.375109034
1004	0.3749743944
1005	0.3748581136
1006	0.3747385983
1007	0.3746053783
1008	0.3744726391
1009	0.3743563297
1010	0.374264829
1011	0.3740934907
1012	0.3739526578
1013	0.3738130244
1014	0.3737216745
1015	0.3735758524
1016	0.3734767172
1017	0.3733470246
1018	0.3732205579
1019	0.3730766228
1020	0.372925534
1021	0.3727683788
1022	0.3726452011
1023	0.3725235906
1024	0.3723951959
1025	0.372264059
1026	0.3721006646
1027	0.3719749227
1028	0.3718093099
1029	0.3716308153
1030	0.3715082664
1031	0.3713736784
1032	0.3712473309
1033	0.3711070997
1034	0.3710050483
1035	0.3708733998
1036	0.3707320883
1037	0.3706102767
1038	0.370469788
1039	0.3703432003
1040	0.3702213304
1041	0.3700827351
1042	0.3699560127
1043	0.3698524357
1044	0.3697327451
1045	0.3696257071
1046	0.3695097399
1047	0.3693817351
1048	0.3692960773
1049	0.3691602355
1050	0.3690594696
1051	0.3689072151
1052	0.3687857018
1053	0.3686117358
1054	0.3684791554
1055	0.3683727614
1056	0.368250568
1057	0.368132052
1058	0.3680146668
1059	0.3678999592
1060	0.3677995961
1061	0.3676775459
1062	0.3675560322
1063	0.3674097825
1064	0.3672958057
1065	0.3672205409
1066	0.3671267302
1067	0.3670158263
1068	0.3669104305
1069	0.3667970867
1070	0.3666606002
1071	0.3665207292
1072	0.3664330104
1073	0.3663131724
1074	0.3662250658
1075	0.3661323414
1076	0.3660209882
1077	0.3658749034
1078	0.3657320977
1079	0.3655768502
1080	0.3654267524
1081	0.365300045
1082	0.3652111858
1083	0.3651072497
1084	0.3649731747
1085	0.3648483854
1086	0.3647136648
1087	0.3645627853
1088	0.3644294854
1089	0.3642862814
1090	0.3641516643
1091	0.3640392988
1092	0.3639234314
1093	0.3638235365
1094	0.3636930469
1095	0.363593571
1096	0.3635074504
1097	0.3633902861
1098	0.3632363623
1099	0.3630840541
1100	0.362939314
1101	0.3628353812
1102	0.36273291
1103	0.362640434
1104	0.3625342268
1105	0.3624342436
1106	0.3622848621
1107	0.3621867963
1108	0.3620840667
1109	0.3619701777
1110	0.361843237
1111	0.3617294795
1112	0.3616183328
1113	0.3614884233
1114	0.3613960622
1115	0.3612945028
1116	0.361198574
1117	0.3611194572
1118	0.3610101051
1119	0.3609039934
1120	0.3607978926
1121	0.3606884952
1122	0.3605744779
1123	0.3604622354
1124	0.360334077
1125	0.3602181353
1126	0.3600928586
1127	0.359989373
1128	0.3598775723
1129	0.3597839941
1130	0.3596790811
1131	0.3595808695
1132	0.3594594879
1133	0.3593401057
1134	0.3592108913
1135	0.3590799222
1136	0.3589726643
1137	0.3588689038
1138	0.3587415924
1139	0.358624655
1140	0.3585166685
1141	0.3583759607
1142	0.3582457055
1143	0.3581408081
1144	0.3580315992
1145	0.3578943104
1146	0.3577964244
1147	0.357677093
1148	0.3575550894
1149	0.3574070192
1150	0.3572665551
1151	0.3571798174
1152	0.357060731
1153	0.3569335455
1154	0.3568193316
1155	0.3567053549
1156	0.3566016598
1157	0.3564837385
1158	0.3563748865
1159	0.3562722239
1160	0.3561865914
1161	0.3560912149
1162	0.3559772994
1163	0.3558595325
1164	0.3557564794
1165	0.3556569596
1166	0.3555314324
1167	0.355381517
1168	0.3552275232
1169	0.3551057521
1170	0.3550273351
1171	0.3549147737
1172	0.3548269357
1173	0.3546986134
1174	0.3546077454
1175	0.3544897819
1176	0.3543680006
1177	0.3542663905
1178	0.3541395125
1179	0.3540419606
1180	0.3538926071
1181	0.3537887856
1182	0.3536698323
1183	0.3535483612
1184	0.353479615
1185	0.3533435655
1186	0.3532308266
1187	0.3531508353
1188	0.3530221962
1189	0.3528815111
1190	0.3527676116
1191	0.3526629458
1192	0.3525711121
1193	0.3524630462
1194	0.3523512999
1195	0.3522298097
1196	0.3521215077
1197	0.3520040032
1198	0.3518907818
1199	0.3518078597
1200	0.3516909137
1201	0.3515926625
1202	0.3514757728
1203	0.3513574418
1204	0.3512470418
1205	0.351174702
1206	0.351046081
1207	0.3509297402
1208	0.3508051511
1209	0.3507116495
1210	0.3506368674
1211	0.3505324812
1212	0.3504201287
1213	0.3503266944
1214	0.3502008305
1215	0.3501011369
1216	0.349986245
1217	0.3498958323
1218	0.3497887583
1219	0.3496853912
1220	0.3495688241
1221	0.349462482
1222	0.3493190563
1223	0.3492379657
1224	0.3491597534
1225	0.3490805937
1226	0.3489890691
1227	0.3488815906
1228	0.3487812456
1229	0.3486919113
1230	0.3486106662
1231	0.3485127711
1232	0.3484134489
1233	0.3483118374
1234	0.3482221751
1235	0.3480894875
1236	0.3479645779
1237	0.3478490974
1238	0.3477216327
1239	0.3475996718
1240	0.3474909684
1241	0.3474137676
1242	0.3473211477
1243	0.3472315613
1244	0.347126974
1245	0.3470080883
1246	0.3469058887
1247	0.3467856325
1248	0.3466827393
1249	0.3465880904
1250	0.346450239
1251	0.3463866566
1252	0.3463072406
1253	0.3462065839
1254	0.3460737137
1255	0.345978302
1256	0.3458903749
1257	0.3457952215
1258	0.3456852809
1259	0.3455936423
1260	0.3454974739
1261	0.3454355376
1262	0.3453110221
1263	0.3452033489
1264	0.3451091504
1265	0.3449944127
1266	0.3448873826
1267	0.344775421
1268	0.3447108157
1269	0.3446064015
1270	0.3444938602
1271	0.3443953329
1272	0.3443161919
1273	0.3442108094
1274	0.3441221944
1275	0.3440157376
1276	0.3438979902
1277	0.3437888173
1278	0.3436958371
1279	0.3436002465
1280	0.3435313854
1281	0.34345032
1282	0.3433348636
1283	0.3432158461
1284	0.3431019108
1285	0.3429868464
1286	0.342879885
1287	0.3427591896
1288	0.3426680602
1289	0.3425676595
1290	0.3424872149
1291	0.3423837064
1292	0.3422943403
1293	0.3421552014
1294	0.3420346152
1295	0.3419464943
1296	0.3418585663
1297	0.3417314152
1298	0.3416329236
1299	0.3415254758
1300	0.3414205165
1301	0.3413352507
1302	0.3412296649
1303	0.3411281711
1304	0.3410140816
1305	0.3409212268
1306	0.3408178712
1307	0.3407351364
1308	0.3406108962
1309	0.3405181729
1310	0.3404249336
1311	0.3403282176
1312	0.340262361
1313	0.3401601068
1314	0.3400727901
1315	0.3399595807
1316	0.3398615617
1317	0.3397505379
1318	0.3396121525
1319	0.3395173274
1320	0.3394111658
1321	0.3393180232
1322	0.3392591191
1323	0.3391412555
1324	0.3390471742
1325	0.3389165662
1326	0.3388307641
1327	0.3387299251
1328	0.3386346247
1329	0.3385346803
1330	0.338435119
1331	0.3383224199
1332	0.3381925553
1333	0.3380882873
1334	0.3379927167
1335	0.3378913393
1336	0.337803308
1337	0.3376879897
1338	0.3375965928
1339	0.337470122
1340	0.3373868977
1341	0.3373323385
1342	0.3372704672
1343	0.3371583783
1344	0.3370723595
1345	0.336983879
1346	0.3368871643
1347	0.3368004503
1348	0.336711786
1349	0.3366119611
1350	0.336503294
1351	0.3364239002
1352	0.3363221345
1353	0.3362444816
1354	0.3361575621
1355	0.3360918069
1356	0.3359744166
1357	0.3358657662
1358	0.3357633419
1359	0.3357043803
1360	0.3355751694
1361	0.3354527927
1362	0.3353519741
1363	0.3352505972
1364	0.3351574891
1365	0.3350632569
1366	0.3349740749
1367	0.3348746322
1368	0.3347982903
1369	0.3347161873
1370	0.3346136769
1371	0.3345425065
1372	0.3344428642
1373	0.3343581376
1374	0.3342682547
1375	0.3341674357
1376	0.3340682249
1377	0.3339804514
1378	0.3339133184
1379	0.3338369885
1380	0.3337592258
1381	0.3336373149
1382	0.3335428425
1383	0.3334477237
1384	0.3333580557
1385	0.3332623939
1386	0.3331788845
1387	0.3330709405
1388	0.3329907616
1389	0.3328796156
1390	0.3327904006
1391	0.3327045691
1392	0.3326423028
1393	0.332553795
1394	0.332454859
1395	0.332341918
1396	0.3322669129
1397	0.3321763009
1398	0.3320948476
1399	0.3320128169
1400	0.3319179918
1401	0.3318303387
1402	0.331729534
1403	0.331632012
1404	0.3315395085
1405	0.3314516316
1406	0.3313537515
1407	0.3312573928
1408	0.3311587742
1409	0.3310583963
1410	0.3309727207
1411	0.3308573439
1412	0.3307654402
1413	0.3306633403
1414	0.3305753336
1415	0.330494491
1416	0.3304120847
1417	0.3303204695
1418	0.3302090325
1419	0.3301316186
1420	0.3300226002
1421	0.3299163628
1422	0.3298436911
1423	0.3297505831
1424	0.3296481591
1425	0.3295356488
1426	0.3294553125
1427	0.3293328732
1428	0.3292539929
1429	0.3292052637
1430	0.3290986199
1431	0.3290170623
1432	0.3289636544
1433	0.3288700778
1434	0.3287762721
1435	0.3286994327
1436	0.3285838574
1437	0.3284801283
1438	0.3284213705
1439	0.328316971
1440	0.3282275563
1441	0.3281522988
1442	0.3280761201
1443	0.3279903714
1444	0.3279119748
1445	0.3278064656
1446	0.3277136987
1447	0.3276374292
1448	0.3275655777
1449	0.3274918557
1450	0.3273921201
1451	0.3273034172
1452	0.3272091587
1453	0.3271376938
1454	0.3270104101
1455	0.3269136483
1456	0.3268250104
1457	0.3267490562
1458	0.3266635271
1459	0.3265753171
1460	0.3265144874
1461	0.3264095279
1462	0.3263361111
1463	0.3262786458
1464	0.3261893489
1465	0.3261046959
1466	0.3259814692
1467	0.3259042889
1468	0.3258162292
1469	0.3257359234
1470	0.3256442393
1471	0.3255284077
1472	0.3254334599
1473	0.3253535396
1474	0.3252890588
1475	0.3251826107
1476	0.3250943756
1477	0.3249497087
1478	0.3248397732
1479	0.3247218433
1480	0.3246154358
1481	0.3245056176
1482	0.3244027478
1483	0.3243216847
1484	0.3242425905
1485	0.3241651263
1486	0.3240646572
1487	0.3239809446
1488	0.3238913034
1489	0.323800832
1490	0.3237403985
1491	0.3236543078
1492	0.3235620111
1493	0.3234366946
1494	0.3233725598
1495	0.3232861988
1496	0.3232031066
1497	0.3231200825
1498	0.3230162811
1499	0.3229333332
1500	0.3228527817
1501	0.3227821842
1502	0.3226800558
1503	0.3225643512
1504	0.3224728819
1505	0.3223584012
1506	0.3222631894
1507	0.32219631
1508	0.3220931814
1509	0.3220255546
1510	0.3219617948
1511	0.3218666203
